Sample	Random
0	0.814667635073508
1000	0.16429163671409386
2000	0.7246564243812843
3000	0.5370370540556351
4000	0.03711508407632158
5000	0.07561498307989978
6000	0.6255618505444321
7000	0.3762256751365025
8000	0.5770337701647997
9000	0.9811443862347902
10000	0.37503361869748386
11000	0.2915071680297818
12000	0.007203652116398729
13000	0.8679346811337925
14000	0.9860203166556102
15000	0.4783033146155786
16000	0.40469183174475276
17000	0.19221813867319903
18000	0.6002336360133913
19000	0.45199905313500055
20000	0.20058518974378448
21000	0.2431299321407283
22000	0.6987838721342647
23000	0.03953660220645605
24000	0.8620989448759278
25000	0.4866065315896294
26000	0.08599711659189424
27000	0.47418994594404507
28000	0.6555625646207435
29000	0.4407716850535094
30000	0.23804276282597092
31000	0.42975156660003255
32000	0.9990763937255158
33000	0.3387848803335196
34000	0.220708886791655
35000	0.20586741784241924
36000	0.47205585032554254
37000	9.995078122960743E-4
38000	0.7152267180244781
39000	0.5980668597407535
40000	0.8098593311997407
41000	0.7993346793840959
42000	0.0134597094805059
43000	0.7526841659385652
44000	0.34384752853155154
45000	0.9987661132696717
46000	0.9596610945476549
47000	0.7499353318468241
48000	0.46921064780049415
49000	0.6595844709289328
50000	0.035347209871284146
51000	0.4175086534556748
52000	0.6396639650760473
53000	0.1324181177657172
54000	0.652393649418084
55000	0.5183684781341928
56000	0.6805835946242135
57000	0.7886455906668384
58000	0.9717537782531345
59000	0.4036841058225623
60000	0.5557794061599686
61000	0.3835847085368781
62000	0.34085002310733814
63000	0.41865629597446763
64000	0.17287021635540256
65000	0.7489771921051708
66000	0.8087904347267946
67000	0.34594160781286276
68000	0.21041707599025428
69000	0.07904807130451863
70000	0.8698572177448501
71000	0.5893879857940761
72000	0.37275316698610184
73000	0.6166045192637986
74000	0.03298058593885367
75000	0.3703056226384902
76000	0.5251025689722046
77000	0.7038438814184902
78000	0.42973825778419383
79000	0.9370440794142962
80000	0.33599694845337424
81000	0.41896745707385397
82000	0.9925869760088206
83000	0.7889582866032173
84000	0.4359863141204873
85000	0.8103743527936558
86000	0.2657472076598747
87000	0.10219476210564449
88000	0.7029588555493612
89000	0.751661387324974
90000	0.2254302243745071
91000	0.5694502614054542
92000	0.19702886714518697
93000	0.8185839965472583
94000	0.6600690763321316
95000	0.2755430908632517
96000	0.3556649821943546
97000	0.38482576582725436
98000	0.4024960223656804
99000	0.7055518354586136
100000	0.6937700034064693
